"a_o","c_digo_municipio","municipio","c_digo_departamento","departamento","c_digo_etc","etc","poblaci_n_5_16","tasa_matriculaci_n_5_16","cobertura_neta","cobertura_neta_transici_n","cobertura_neta_primaria","cobertura_neta_secundaria","cobertura_neta_media","cobertura_bruta","cobertura_bruta_transici_n","cobertura_bruta_primaria","cobertura_bruta_secundaria","cobertura_bruta_media","tama_o_promedio_de_grupo","sedes_conectadas_a_internet","deserci_n","deserci_n_transici_n","deserci_n_primaria","deserci_n_secundaria","deserci_n_media","aprobaci_n","aprobaci_n_transici_n","aprobaci_n_primaria","aprobaci_n_secundaria","aprobaci_n_media","reprobaci_n","reprobaci_n_transici_n","reprobaci_n_primaria","reprobaci_n_secundaria","reprobaci_n_media","repitencia","repitencia_transici_n","repitencia_primaria","repitencia_secundaria","repitencia_media"
"2023","52110","Buesaco","52","Nariño","3798","Nariño (ETC)","4105","77.81","77.81","47.6","78.82","66.95","40.69","85.38","68.05","89.11","90.99","73.33",,,"2.09","0.47","0.81","3.61","3.14","92.79","0","97.23","86.58","91.3","5.12","0","1.96","9.82","5.56","8.91","1.88","6.95","14.77","2.66"
"2023","52203","Colón","52","Nariño","3798","Nariño (ETC)","1332","80.86","80.86","51.49","81.25","71.62","47.35","86.41","79.21","90.15","92.36","70.2",,,"4.34","5","1.89","7.8","2.33","90.01","1.25","95.8","80.85","94.77","5.65","1.25","2.31","11.35","2.91","7.82","1.25","4.62","13.95","4.65"
"2023","52207","Consaca","52","Nariño","3798","Nariño (ETC)","2137","55.97","55.97","49.32","48.74","52.17","38.9","63.27","63.01","54.63","70.88","66.83",,,"1.71","3.26","1.1","2.25","1.2","93.93","0","98.24","89.14","94.42","4.36","0","0.66","8.61","4.38","5.91","5.43","6.39","8.4","0.4"
"2023","52210","Contadero","52","Nariño","3798","Nariño (ETC)","1216","52.38","52.38","38.1","55.77","44.28","31.82","55.26","48.57","61.06","52.74","48.99",,,"0.6","0","0","1.42","1.03","97.17","0","99.04","95.75","92.78","2.23","0","0.96","2.83","6.19","5.65","0","5.77","7.55","4.12"
"2023","52215","Córdoba","52","Nariño","3798","Nariño (ETC)","2864","74.9","74.9","53.5","72.4","69.92","48.66","80.87","68.72","78.69","86.97","80.41",,,"1.53","1.2","0.96","2.64","0.63","93.45","0","95.42","89.18","95.56","5.01","0","3.62","8.18","3.81","5.55","1.8","4.37","9.69","0.63"
"2023","52224","Cuaspud","52","Nariño","3798","Nariño (ETC)","1650","62.55","62.55","43.06","60.09","58.33","40.82","66.3","59.72","66.95","71.11","58.43",,,"1.37","0","1.5","1.3","1.92","92.05","0","97.44","83.33","92.95","6.58","0","1.07","15.36","5.13","5.67","1.16","6.84","6.77","1.92"
"2023","52227","Cumbal","52","Nariño","3798","Nariño (ETC)","6761","81.08","81.08","45.63","71.54","81.21","60.92","86.64","64.09","79.91","100","90.41",,,"1.2","0.54","1.13","1.55","0.84","96.7","0","97.31","94.93","98.12","2.1","0","1.56","3.52","1.05","3.36","1.88","2.99","4.97","1.26"
"2023","52233","Cumbitara","52","Nariño","3798","Nariño (ETC)","1089","127.64","127.64","121.52","139.12","99.73","47.76","136.09","182.28","168.75","119.36","79.1",,,"5.67","6.94","4.8","7.56","3.14","90.76","0","91.77","86.44","96.23","3.58","0","3.43","6","0.63","5.8","0.69","7.82","5.56","1.89"
"2023","52240","Chachagüí","52","Nariño","3798","Nariño (ETC)","2608","82.44","82.4","51.2","74.7","71.28","45.68","93.98","73.21","94.28","106.36","78.71",,,"3.2","3.33","2.01","4.65","2.86","96","0","97.99","93.35","96.79","0.8","0","0","1.99","0.36","10.16","0","11.81","11.84","5"
"2023","52250","El Charco","52","Nariño","3798","Nariño (ETC)","6272","86.21","86.21","40.88","81.19","41.98","17.88","105.1","74.66","133.55","94.5","61.4",,,"1.87","1.36","1.77","1.43","4.89","95.66","0","96.14","95.35","90","2.47","0","2.09","3.22","5.11","15.85","5.88","22.27","8.34","1.11"
"2023","52254","El Peñol","52","Nariño","3798","Nariño (ETC)","1093","64.32","64.32","61.33","61.3","53.45","42.65","67.98","72","68.27","68.29","65.4",,,"0.67","0","0.35","1.5","0","97.17","0","98.59","94.38","98.55","2.15","0","1.06","4.12","1.45","3.63","1.85","3.87","4.49","2.17"
"2023","52256","El Rosario","52","Nariño","3798","Nariño (ETC)","2112","44.84","44.84","34.9","50.96","32.53","16.02","49.76","48.32","59.38","46.51","35.92",,,"2.91","5.56","2.02","4.72","0","94.47","0","95.34","91.74","98.4","2.62","0","2.63","3.54","1.6","8.74","2.78","10.12","9.73","4"
"2023","52258","El Tablón de Gómez","52","Nariño","3798","Nariño (ETC)","2443","77.69","77.69","64","71.17","73.42","55.03","81.33","79.43","76.56","89.11","77.52",,,"1.71","0.72","0.28","2.89","2.49","94.56","0","98.48","89.75","95.03","3.73","0","1.24","7.36","2.49","3.82","1.44","2.07","6.96","1.66"
"2023","52260","El Tambo","52","Nariño","3798","Nariño (ETC)","2206","76.11","76.11","57.58","74.15","67.89","48.25","83.68","75.15","82.12","88.47","81.5",,,"0.89","0","0.28","1.85","0.64","97.84","0","99.72","95.23","98.08","1.27","0","0","2.92","1.28","3.71","0.81","4.02","4.92","1.6"
"2023","52287","Funes","52","Nariño","3798","Nariño (ETC)","1231","63.69","63.69","61.9","58.54","59.59","36.24","68.07","83.33","65.42","73.97","56.77",,,"1.32","1.43","0.64","2.48","0","94.5","0","94.9","91.64","98.45","4.19","0","4.46","5.88","1.55","3.58","4.29","2.23","6.17","0"
"2023","52317","Guachucal","52","Nariño","3798","Nariño (ETC)","2833","84.22","84.22","54.44","81.66","79.57","63.73","90.22","67.74","87.4","96.22","97.27",,,"1.05","1.79","0.48","1.04","2.16","91.15","0","96.13","88.11","82.25","7.81","0","3.38","10.85","15.59","7.53","0","5.03","8.89","13.91"
"2023","52320","Guaitarilla","52","Nariño","3798","Nariño (ETC)","1782","71.66","71.66","50.77","70.07","65.27","40.85","77.55","71.54","78.72","83.04","67.07",,,"2.24","0","0.54","4.09","3.18","93.92","0","97.84","89.88","90.91","3.84","0","1.62","6.03","5.91","5.86","3.23","3.78","8.37","6.36"
"2023","52323","Gualmatán","52","Nariño","3798","Nariño (ETC)","1035","93.24","93.24","83.12","81.66","92.74","66.49","99.23","90.91","88.75","116.76","92.15",,,"0.79","0","0.28","0.75","2.27","94.56","0","96.97","91.54","94.32","4.65","0","2.75","7.71","3.41","7.22","0","6.61","10.2","4.55"
"2023","52352","Iles","52","Nariño","3798","Nariño (ETC)","1327","81.99","81.99","43.75","82.07","74.94","54.91","86.28","55.36","86.41","96.36","81.7",,,"1.84","1.61","0.42","3.32","2.19","94.32","0","95.81","91.47","95.63","3.85","0","3.77","5.21","2.19","7.6","4.84","3.35","13.95","4.92"
"2023","52354","Imués","52","Nariño","3798","Nariño (ETC)","1089","79.52","79.52","65.38","77","73.54","45.89","85.22","84.62","83.57","93.65","73.43",,,"1.19","0","0.56","1.41","2.63","95.15","0","97.75","91.81","94.74","3.66","0","1.69","6.78","2.63","4.2","0","2.81","6.21","4.61"
"2023","52356","Ipiales","52","Nariño","4546","Ipiales","21056","104.18","104.12","70.11","96.59","92.3","60.05","118.52","95.09","113.27","126.82","127.29",,,"2.04","1.85","1.6","2.83","1.31","97.93","0","98.4","97.17","98.47","0.03","0","0","0","0.22","10.62","4.51","9.49","15.12","4.54"
"2023","52378","La Cruz","52","Nariño","3798","Nariño (ETC)","2829","80.13","80.13","54.22","72.68","75.03","60.93","96.61","88.89","80.92","103.13","124.09",,,"2.28","1","1.18","3.33","3.2","93.45","0","98.29","88.47","90.16","4.27","0","0.54","8.2","6.64","4.73","11.5","2.57","6.42","2.97"
"2023","52381","La Florida","52","Nariño","3798","Nariño (ETC)","1449","79.64","79.64","60.34","75.26","71.95","63.14","87.78","82.76","82.94","83.74","109.02",,,"1.16","0","0.62","1.94","1.39","93.39","0","97.94","87.86","90.74","5.45","0","1.44","10.19","7.87","4.96","1.04","2.47","7.77","6.94"
"2023","52385","La Llanada","52","Nariño","3798","Nariño (ETC)","1171","71.05","71.05","56.88","64.57","70.46","45.41","75.58","74.31","71.65","84.82","68.65",,,"1.47","6.17","1.65","0.64","0","94.58","0","93.68","94.25","98.43","3.95","0","4.67","5.11","1.57","4.18","0","6.87","2.88","2.36"
"2023","52390","La Tola","52","Nariño","3798","Nariño (ETC)","2042","71.94","71.94","43.09","70.15","45.76","25.81","87.9","62.98","102.02","82.58","73.23",,,"1.7","0.88","1.91","1.82","0.95","98.3","0","98.09","98.18","99.05","0","0","0","0","0","17.27","0.88","21.85","16.97","7.58"
"2023","52399","La Unión","52","Nariño","3798","Nariño (ETC)","5062","88.29","88.23","67.55","87","79.82","54.44","100.14","88.86","95.07","107.16","103.82",,,"2.06","2.22","2.24","1.9","1.83","93.62","1.39","96.24","89.68","94.34","4.33","1.39","1.52","8.42","3.82","6.77","3.33","3","12.09","6.27"
"2023","52405","Leiva","52","Nariño","3798","Nariño (ETC)","2019","77.96","77.96","68.79","86","59.27","35.88","83.16","89.36","99.26","76.85","56.78",,,"2.74","2.38","2.5","3.45","1.99","95.05","0","96.63","91.45","97.01","2.21","0","0.87","5.09","1","6.49","1.59","7.49","7.8","1.99"
"2023","52411","Linares","52","Nariño","3798","Nariño (ETC)","1466","72.85","72.85","57.14","72.25","62.67","45.76","77.49","77.14","82.02","78.14","66.79",,,"2.91","0","1.49","5.94","1.1","92.07","0","95.74","85.89","92.82","5.02","0","2.77","8.17","6.08","6.95","3.7","5.74","11.39","1.66"
"2023","52418","Los Andes","52","Nariño","3798","Nariño (ETC)","1691","85.57","85.57","54.41","82.59","78.8","53.06","93.97","77.21","91.94","103.71","87.76",,,"1.83","3.81","0.78","2.55","2.1","93.92","0","97.5","89.78","92.86","4.25","0","1.72","7.66","5.04","6.92","0","4.69","10.22","8.37"
"2023","52427","Magüi","52","Nariño","3798","Nariño (ETC)","7399","30.54","30.54","15.94","31.07","13.12","6.71","36.73","22.1","50.49","28.83","21.6",,,"2.24","1.9","1.6","4.5","0.96","92.93","0","91.31","93.83","99.04","4.83","0","7.09","1.67","0","15.41","5.7","19.17","13.17","0"
"2023","52435","Mallama","52","Nariño","3798","Nariño (ETC)","1606","76.77","76.77","46.56","77.71","62.48","40.37","88.92","64.89","91.42","97.04","78.15",,,"3.97","5.88","1.48","6.98","4.02","91.68","0","95.72","85.36","92.53","4.35","0","2.8","7.66","3.45","7.7","7.06","8.07","9.89","1.15"
"2023","52473","Mosquera","52","Nariño","3798","Nariño (ETC)","2822","52.62","52.62","43.06","53.84","31.19","11.02","70.13","59.72","80.32","70.88","50.39",,,"1.98","0.78","1.03","2.68","4.85","95.64","0","95.29","97.14","90.78","2.38","0","3.67","0.18","4.37","12","2.33","16.19","11.25","2.43"
"2023","52480","Nariño","52","Nariño","3798","Nariño (ETC)","692","62.86","62.86","39.66","54.51","56.77","59.83","66.47","50","62.5","69.87","77.78",,,"0.22","0","0","0.63","0","99.78","0","100","99.38","100","0","0","0","0","0","7.61","0","6.67","14.38","0"
"2023","52490","Olaya Herrera","52","Nariño","3798","Nariño (ETC)","7083","71.04","71.04","40.65","66.48","36.32","13.99","87.97","70.09","112.19","79.01","48.29",,,"1.97","0.93","1.87","2.36","2.46","97.04","0","96.81","97.04","96.81","0.99","0","1.32","0.61","0.74","16.97","8.33","20.55","15.75","1.97"
"2023","52506","Ospina","52","Nariño","3798","Nariño (ETC)","1091","75.89","75.89","64.04","75.28","70.05","45.69","79.84","74.16","80.05","87.64","67.51",,,"1.15","0","0.28","2.19","1.5","96.9","0","97.45","95.3","97.74","1.95","0","2.27","2.51","0.75","6.66","0","4.53","12.23","2.26"
"2023","52520","Francisco Pizarro","52","Nariño","3798","Nariño (ETC)","3616","45.24","45.24","25.08","39.87","26.97","10.54","54.92","45.34","62.44","58.49","31.79",,,"1.67","0.71","1.06","2.5","3.15","97.63","0.71","98.94","95.94","95.28","0.7","0.71","0","1.56","1.57","23.5","6.38","24.84","26.99","14.96"
"2023","52540","Policarpa","52","Nariño","3798","Nariño (ETC)","1893","122.08","122.08","130.08","128.73","83.53","42.94","132.49","181.95","167.89","116.47","70.34",,,"3.39","2.07","2.91","4.38","4.05","94.2","0","94.67","92.16","94.33","2.42","0","2.42","3.45","1.62","8.59","3.72","10.01","9.96","2.02"
"2023","52560","Potosí","52","Nariño","3798","Nariño (ETC)","1717","103.38","103.38","76.69","98.66","100.74","63.7","108.39","90.8","106.02","124.58","93.33",,,"1.07","0.68","0.38","2.24","0.4","92.37","0","97.47","84.45","93.25","6.56","0","2.15","13.3","6.35","4.89","0","5.05","7.03","1.59"
"2023","52565","Providencia","52","Nariño","3798","Nariño (ETC)","978","65.13","65.13","41.98","55.83","69.54","42.6","69.94","50.62","61.29","83.69","73.37",,,"0.44","0","0","1.1","0","99.42","0","100","98.9","99.19","0.15","0","0","0","0.81","5.26","4.88","5.26","5.51","4.84"
"2023","52573","Puerres","52","Nariño","3798","Nariño (ETC)","1425","83.02","83.02","60.66","75.08","82.77","51.95","87.72","72.95","81.73","102.98","80.09",,,"2","0","3.46","1.45","0.54","97.68","0","95.73","98.55","99.46","0.32","0","0.81","0","0","8.48","1.12","4.67","14.26","7.03"
"2023","52585","Pupiales","52","Nariño","3798","Nariño (ETC)","2693","94.13","94.13","63.68","87.94","90.16","63.02","107.95","80.72","95.8","114.54","138.07",,,"0.67","0","0.28","1.53","0","99.29","0","99.72","98.47","99.77","0.04","0","0","0","0.23","5.23","2.23","2.89","8.78","4.28"
"2023","52612","Ricaurte","52","Nariño","3798","Nariño (ETC)","5094","66.76","66.76","39","61.78","38.31","19.24","74.48","70.81","96.78","60.11","43.95",,,"2.93","1.85","2.81","3.65","2.61","93.81","0","94.99","89.67","94.2","3.27","0","2.2","6.69","3.19","19.72","7.08","27.75","11.96","4.06"
"2023","52621","Roberto Payán","52","Nariño","3798","Nariño (ETC)","3545","76.81","76.81","53.18","77.5","36.92","12.18","90.38","78.66","125.1","71.59","38.56",,,"2.3","0.4","2.52","2.3","2.58","90.54","0","90.29","87.87","92.27","7.16","0","7.19","9.83","5.15","20.1","2.02","23.52","21.43","4.12"
"2023","52678","Samaniego","52","Nariño","3798","Nariño (ETC)","4634","80.77","80.77","80.17","80.62","64.1","36.71","92.02","108.05","96.78","92.86","73.78",,,"2.92","1.92","3.05","3.2","2.5","93.93","0","95.09","90.63","95.38","3.15","0","1.86","6.17","2.12","8.16","3.56","8.46","10.05","5.57"
"2023","52683","Sandoná","52","Nariño","3798","Nariño (ETC)","3093","83.58","83.58","62.67","82.8","67.69","49.83","91.59","85.33","96.05","93.69","80.73",,,"1.68","1.04","0.94","3.05","0.92","95.01","0","95.12","92.42","98.63","3.31","0","3.94","4.53","0.46","7.57","1.04","7.03","12","2.29"
"2023","52685","San Bernardo","52","Nariño","3798","Nariño (ETC)","1489","68.44","68.44","42.74","63.88","67.14","35.32","75.15","61.29","69.82","89.18","67.86",,,"1.7","0","0","2.97","3.51","92.31","0","96.78","86.27","92.98","5.99","0","3.22","10.76","3.51","9.03","1.32","6.9","14.42","4.09"
"2023","52687","San Lorenzo","52","Nariño","3798","Nariño (ETC)","3044","77.37","77.37","57.71","76.76","68.66","54.2","82.59","77.97","84.73","82.15","80.68",,,"0.95","0","0.29","1.5","1.77","95.19","0","96.38","93.29","94.24","3.86","0","3.33","5.2","3.99","4.61","1.69","4.8","5.55","3.55"
"2023","52693","San Pablo","52","Nariño","3798","Nariño (ETC)","2344","78.88","78.88","52.75","70.62","74.69","51.58","91.17","79.67","79.64","100","105.84",,,"1.82","0.69","0.66","3.26","1.52","95.81","0","97.76","92.48","97.87","2.36","0","1.58","4.26","0.61","7.34","2.07","7.25","11.4","0"
"2023","52694","San Pedro de Cartago","52","Nariño","3798","Nariño (ETC)","1195","64.94","64.94","36.56","68.53","63.26","28.37","69.21","53.76","73.08","79.56","46.63",,,"2.3","4","1.13","3.67","1.03","92.74","0","98.02","86.85","91.75","4.96","0","0.85","9.48","7.22","9.19","0","5.1","17.13","2.06"
"2023","52696","Santa Bárbara","52","Nariño","3798","Nariño (ETC)","3580","56.62","56.62","32.93","53.32","27.04","6.07","65.67","59.21","91.83","53.03","20.77",,,"2.17","1.02","1.25","4.8","1.79","97.79","0","98.75","95.2","97.32","0.04","0","0","0","0.89","17.01","7.65","23.57","6.62","5.31"
"2023","52699","Santacruz","52","Nariño","3798","Nariño (ETC)","1991","63.79","63.79","61.64","69.78","44.91","24.57","68.36","81.13","83.42","57.78","47.71",,,"3.01","3.88","3.09","3.63","0.6","94.2","0","94.11","91.97","98.2","2.79","0","2.8","4.4","1.2","8.45","0.78","10.9","10.36","0"
"2023","52720","Sapuyes","52","Nariño","3798","Nariño (ETC)","1172","69.54","69.54","52.87","67.53","62.99","40.47","75.94","70.11","74.46","83.58","66.98",,,"1.35","0","1.45","1.76","0.69","90.56","0","94.77","83.58","93.06","8.09","0","3.78","14.66","6.25","10.9","4.92","5.81","16.72","11.81"
"2023","52786","Taminango","52","Nariño","3798","Nariño (ETC)","2663","88.85","88.85","78.07","80.75","80.28","67.74","94.97","99.47","91.24","97.87","95.59",,,"2.02","2.15","1.69","2.84","1.05","95.81","0","95.99","94","98.11","2.18","0","2.32","3.16","0.84","5.18","2.15","5.27","7.95","0.84"
"2023","52788","Tangua","52","Nariño","3798","Nariño (ETC)","2062","57.86","57.86","51.22","61.63","45.68","38.65","64.84","68.29","66.91","62.68","62.7",,,"0.94","0.89","0.18","2.04","0.93","96.87","0.89","98.03","94.9","96.76","2.19","0.89","1.79","3.06","2.31","4.85","2.68","4.84","7.65","0.93"
"2023","52835","San Andres de Tumaco","52","Nariño","3800","San Andres de Tumaco","60506","65.13","65.1","37.92","58.17","48.53","25.48","79.2","59.71","83.04","86.35","64.86",,,"2.81","1.99","2.29","3.51","3.37","87.63","0.21","87.19","85.03","91.57","9.56","0.21","10.52","11.46","5.06","15.19","7.97","16.56","17.63","5.58"
"2023","52838","Túquerres","52","Nariño","3798","Nariño (ETC)","7370","81.04","81","60.28","78.43","68.56","35.78","95.14","81.87","90.53","109.65","83.98",,,"1.49","1.85","0.86","2.38","0.84","95.09","0","97.39","91.72","95.44","3.42","0","1.76","5.9","3.72","8.67","1.38","6.68","14.56","2.52"
"2023","52885","Yacuanquer","52","Nariño","3798","Nariño (ETC)","1783","75.04","75.04","51.45","79.16","63.37","51.23","80.37","70.29","86.71","76.73","77.47",,,"0.91","1.03","0.48","1.72","0.4","97.49","0","98.06","96.56","97.21","1.61","0","1.45","1.72","2.39","3.28","1.03","3.06","4.73","1.99"
"2023","54001","Cúcuta","54","Norte de Santander","3802","Cúcuta","147585","96.64","96.55","73.28","91.57","82.89","57.85","108.78","101.95","106.3","108.03","119.81",,,"4.61","6.12","4.2","5.36","3.1","85.66","0.16","88.77","78.6","89.04","9.73","0.16","7.03","16.04","7.86","7.4","2.74","7.57","9.83","3.03"
"2023","54003","Abrego","54","Norte de Santander","3801","Norte de Santander (ETC)","7842","87.98","87.98","60.9","86.2","66.99","34.49","97.69","89.85","109.52","98.52","68.02",,,"4.94","3.82","3.37","8.21","3","83.42","0.69","87.44","74.91","81.31","11.64","0.69","9.19","16.88","15.69","12.52","2.08","13.54","14.74","8.42"
"2023","54051","Arboledas","54","Norte de Santander","3801","Norte de Santander (ETC)","2210","75.88","75.88","61.27","69.75","70.59","43.78","79.95","79.77","81.72","84.22","67.03",,,"3.68","4.35","2.8","4.44","4.03","88.29","7.25","91.08","85.08","87.9","8.04","7.25","6.13","10.48","8.06","8.15","8.7","7.86","8.41","8.06"
"2023","54099","Bochalema","54","Norte de Santander","3801","Norte de Santander (ETC)","1714","80.34","80.34","45.59","66.9","80.56","55.71","88.27","69.85","79.1","101.91","92.39",,,"3.65","4.21","3.9","4.32","1.25","88.24","0","91.67","82.16","91.25","8.12","0","4.43","13.51","7.5","7.29","3.16","8.51","9.37","1.25"
"2023","54109","Bucarasica","54","Norte de Santander","3801","Norte de Santander (ETC)","1709","63.08","63.08","42.31","66.09","50.73","31.4","65.13","63.46","77.7","60.81","38.76",,,"5.21","5.05","4.12","7.23","5","87.42","1.01","86.77","84.34","95","7.37","1.01","9.11","8.43","0","9.61","5.05","13.23","7.53","0"
"2023","54125","Cácota","54","Norte de Santander","3801","Norte de Santander (ETC)","589","86.25","86.25","77.36","85.43","80","41.3","88.62","86.79","95.67","96.32","54.35",,,"4.02","10.87","2.47","4.37","4","86.78","2.17","90.12","83.06","84","9.2","2.17","7.41","12.57","12","11.3","0","11.93","14.75","6"
"2023","54128","Cachirá","54","Norte de Santander","3801","Norte de Santander (ETC)","2691","63.02","63.02","51.69","59.96","53.47","32.42","67.45","75.36","71","69.31","50.68",,,"8.1","3.21","6.77","11.11","7.66","87.27","0","90.35","82.32","83.78","4.63","0","2.88","6.57","8.56","8.65","3.21","9.27","8.61","10.36"
"2023","54172","Chinácota","54","Norte de Santander","3801","Norte de Santander (ETC)","3613","90.45","90.42","57.09","89.24","76.23","57.64","99.61","87.54","102.32","101.23","95.35",,,"2.19","3.27","2.6","1.64","1.88","90.24","0","93.53","84.57","91.17","7.57","0","3.87","13.79","6.95","8.71","1.4","5.9","14.4","6.77"
"2023","54174","Chitagá","54","Norte de Santander","3801","Norte de Santander (ETC)","2737","71.98","71.98","55.75","71.73","60.66","42.41","77.06","71.68","84.04","73.63","68.75",,,"2.5","1.85","2.06","2.88","3.5","87.14","0","85.04","88.77","84.27","10.36","0","12.9","8.35","12.24","6.98","1.85","9.8","5.61","3.5"
"2023","54206","Convención","54","Norte de Santander","3801","Norte de Santander (ETC)","5016","90.59","90.59","63.82","89.11","65.61","40.28","105.32","99.31","115.85","98.59","93.77",,,"4.61","4.18","4.46","5.5","3.08","87.22","0.7","89.87","80.67","86.24","8.17","0.7","5.67","13.82","10.68","10.62","3.48","13.51","9.35","5.95"
"2023","54223","Cucutilla","54","Norte de Santander","3801","Norte de Santander (ETC)","1778","68.05","68.05","63.91","67.59","54.4","45.19","73.28","83.46","77.89","66.94","70.83",,,"3.07","4.5","2.32","3.89","2.71","93.63","0","94.11","91.73","95.02","3.3","0","3.57","4.38","2.26","5.68","0","10","3.65","1.36"
"2023","54239","Durania","54","Norte de Santander","3801","Norte de Santander (ETC)","901","90.46","90.46","61.11","83.95","75.08","65.54","103.55","116.67","99.21","104.98","105.41",,,"3.76","4.76","3.73","4.2","2.27","92.13","0","93.6","87.76","95.45","4.1","0","2.67","8.04","2.27","5.82","1.19","9.33","5.24","0"
"2023","54245","El Carmen","54","Norte de Santander","3801","Norte de Santander (ETC)","3471","75.71","75.71","64.95","80.92","45.97","15.94","86.52","87.46","109.11","78.35","38.33",,,"6.05","3.31","3.75","11.85","10.77","85.82","0","87.71","77.63","81.54","8.13","0","8.54","10.52","7.69","15.53","2.21","16.15","18.52","20"
"2023","54250","El Tarra","54","Norte de Santander","3801","Norte de Santander (ETC)","6182","100.24","100.24","71.72","102.64","66.48","34.3","111.89","117.89","131.66","97.98","77.25",,,"4.25","5.78","3.91","5.38","0.92","87.75","3.32","88.33","84.65","89.89","8","3.32","7.76","9.97","9.19","9.75","4.77","11.53","9.85","3.86"
"2023","54261","El Zulia","54","Norte de Santander","3801","Norte de Santander (ETC)","6486","93.42","93.4","63.26","94.52","78.68","46.76","99.06","98.92","110.81","96.75","72.31",,,"5.98","8.17","5.3","7.18","3.84","85.56","0","89.66","77.03","89.73","8.46","0","5.05","15.79","6.44","7.4","3.01","8.21","8.8","3.15"
"2023","54313","Gramalote","54","Norte de Santander","3801","Norte de Santander (ETC)","1374","75.18","75.18","54","73.33","63.31","43.58","83.48","73","87.78","84.28","77.04",,,"3.05","1.37","2.97","3.49","3.01","93.91","0","92.99","93.03","96.39","3.05","0","4.03","3.49","0.6","4.8","0","6.79","5.36","0"
"2023","54344","Hacarí","54","Norte de Santander","3801","Norte de Santander (ETC)","3062","81.38","81.38","65.59","82.06","50.76","20.53","91.31","84.95","110.01","88.07","46.58",,,"4.89","2.95","4.65","6.37","2.86","94.23","0","94.61","92.01","97.14","0.88","0","0.74","1.63","0","5.73","1.69","6.06","6.23","6.43"
"2023","54347","Herrán","54","Norte de Santander","3801","Norte de Santander (ETC)","1289","43.21","43.21","18.64","44.97","39.66","25.25","45.07","26.27","50.79","47.78","34.34",,,"2.75","0","2.08","3.61","4.41","94.66","0","95.14","92.78","95.59","2.58","0","2.78","3.61","0","6.2","3.23","4.51","11.34","0"
"2023","54377","Labateca","54","Norte de Santander","3801","Norte de Santander (ETC)","1387","67.34","67.34","52.25","64.83","58.89","44.98","75.99","71.17","71.72","77.94","85.15",,,"1.61","3.8","1.44","1.2","1.79","93.97","1.27","95.19","91.27","95.83","4.42","1.27","3.37","7.53","2.38","3.92","0","4.33","5.72","1.19"
"2023","54385","La Esperanza","54","Norte de Santander","3801","Norte de Santander (ETC)","3190","83.1","83.1","59.23","77.23","67.54","41.23","91.38","90.59","96.22","94.95","69.77",,,"5.11","5.77","3.41","6.94","6.41","88.17","0","89.24","84.2","90.38","6.72","0","7.34","8.86","3.21","9.42","2.31","11.28","10.67","3.53"
"2023","54398","La Playa","54","Norte de Santander","3801","Norte de Santander (ETC)","1911","84.2","84.2","60.87","78.65","66.56","37.5","94.66","79.5","100","101.58","74.01",,,"3.95","2.34","3.01","5.86","3.28","87.14","0.78","85.21","84.9","95.63","8.91","0.78","11.78","9.24","1.09","11.9","2.34","16.92","9.95","2.73"
"2023","54405","Los Patios","54","Norte de Santander","3801","Norte de Santander (ETC)","18789","79.33","79.31","61.91","78.4","71.21","46.78","84.64","78.61","87.56","88.43","72.64",,,"4.61","4.19","4.21","5.99","2.56","90.15","0","92.8","85.23","91.65","5.23","0","2.99","8.79","5.8","5.41","1.56","4.85","7.99","2.56"
"2023","54418","Lourdes","54","Norte de Santander","3801","Norte de Santander (ETC)","948","66.88","66.88","51.19","67.82","58.2","46.31","70.78","65.48","76.49","66.88","66.44",,,"3.87","1.82","0.65","7.69","7.07","87.78","1.82","96.44","76.44","79.8","8.35","1.82","2.91","15.87","13.13","5.07","1.82","2.91","7.21","9.09"
"2023","54480","Mutiscua","54","Norte de Santander","3801","Norte de Santander (ETC)","898","78.29","78.29","54.05","74.73","67.91","27.63","84.63","85.14","90.69","94.93","49.34",,,"3.29","1.59","2.05","5.69","1.33","82.11","0","92.38","69.4","69.33","14.61","0","5.57","24.91","29.33","10.79","1.59","13.2","11.74","4"
"2023","54498","Ocaña","54","Norte de Santander","3801","Norte de Santander (ETC)","25398","85.3","85.27","67.03","84.9","72.91","46.02","94.61","90.57","97.34","97.18","84.73",,,"4.37","4.03","3.55","5.45","4.44","86.27","0.27","91.98","78.58","82.43","9.36","0.27","4.48","15.97","13.13","8.58","2.08","7.19","12.1","7.54"
"2023","54518","Pamplona","54","Norte de Santander","3801","Norte de Santander (ETC)","9682","82.14","82.07","66.33","80.26","73.14","44.12","94.13","89.93","92.43","97.98","92.18",,,"3.31","3.67","2.98","4.05","2.18","86.95","1.63","91.46","81.56","84.42","9.74","1.63","5.56","14.39","13.39","11.11","2.86","9.25","15.46","9.13"
"2023","54520","Pamplonita","54","Norte de Santander","3801","Norte de Santander (ETC)","1188","85.77","85.77","54.64","76.95","75","59.36","94.78","74.23","88.09","104.59","103.21",,,"2.24","1.39","1.56","3.65","1.2","94.4","0","96","90.89","96.39","3.36","0","2.44","5.47","2.41","6.25","4.17","7.11","7.29","2.41"
